"edge","edge_name","coef","pos_rank","neg_rank"
"x18_54","MFOG_L -- IOG_L",-0.00037248385248504025,"101","101"
"x8_30","MFG_DPFC_L -- AG_L",-0.00035421730715062794,"101","101"
"x6_58","MFG_L -- LG_L",-0.00035120579486214485,"101","101"
"x12_22","IFG_orbitalis_L -- PoCG_L",-0.00034154500627971417,"101","101"
"x2_72","SFG_PFC_L -- Amyg_L",-0.0003403521864988308,"101","101"
"x46_80","ENT_L -- GP_L",-0.0003400963224591075,"101","101"
"x8_72","MFG_DPFC_L -- Amyg_L",-0.0003367682626096814,"101","101"
"x0_4","SFG_L -- SFG_pole_L",-0.0003352906591839007,"101","101"
"x36_62","STG_L_pole -- subcallosal_ACC_L",-0.00032590857386021816,"101","101"
"x16_42","LFOG_L -- ITG_L",-0.00031486457604220025,"101","101"
"x20_82","RG_L -- Thal_L",-0.00031272795853222235,"101","101"
"x4_6","SFG_pole_L -- MFG_L",-0.00030825045145062996,"101","101"
"x22_76","PoCG_L -- Caud_L",-0.00030527989572661684,"101","101"
