"conn","conn_name","mean","std","right_p","right_p_adj","both_p","both_p_adj","left_p","left_p_adj","t"
"Thal_L_to_MOG_L","Thal_L -- MOG_L","-0.06300570046743395","0.029125590934416825",1.0,"1.0",0.0,"0.0",0.0,"0.0",-68.4077172889183
"ITG_L_to_PrCG_L","ITG_L -- PrCG_L","-0.01786403499529678","0.008270786946952793",1.0,"1.0",0.0,"0.0",0.0,"0.0",-68.30189091850097
"PSTG_L_to_SFG_pole_L","PSTG_L -- SFG_pole_L","-0.000387859569170334","0.0001799594436534937",1.0,"1.0",0.0,"0.0",0.0,"0.0",-68.15533688976639
"IOG_L_to_SPG_L","IOG_L -- SPG_L","-0.03834173795929857","0.017792336322202555",1.0,"1.0",0.0,"0.0",0.0,"0.0",-68.14575624305103
"Amyg_L_to_rostral_ACC_L","Amyg_L -- rostral_ACC_L","-0.00016364135717993723","7.609547806825226e-5",1.0,"1.0",0.0,"0.0",0.0,"0.0",-68.00396307722879
"PrCG_L_to_SFG_pole_L","PrCG_L -- SFG_pole_L","-0.00047171132621883573","0.00022058371177039395",1.0,"1.0",0.0,"0.0",0.0,"0.0",-67.62431264657103
"Caud_L_to_STG_L","Caud_L -- STG_L","-0.018356012004393185","0.008598112490520355",1.0,"1.0",0.0,"0.0",0.0,"0.0",-67.51110404204795
"PrCu_L_to_IFG_opercularis_L","PrCu_L -- IFG_opercularis_L","-0.0011380645124611764","0.000533774525322306",1.0,"1.0",0.0,"0.0",0.0,"0.0",-67.42314990422796
"Put_L_to_Hippo_L","Put_L -- Hippo_L","-0.0266151913701338","0.012523521673600288",1.0,"1.0",0.0,"0.0",0.0,"0.0",-67.20523769947253
"PSMG_L_to_subcallosal_ACC_L","PSMG_L -- subcallosal_ACC_L","-0.00022131267739653316","0.00010465693859160083",1.0,"1.0",0.0,"0.0",0.0,"0.0",-66.87106894786186
"Amyg_L_to_PrCG_L","Amyg_L -- PrCG_L","-0.0012159231127479202","0.0005750745504852021",1.0,"1.0",0.0,"0.0",0.0,"0.0",-66.86240058234134
"FuG_L_to_PrCG_L","FuG_L -- PrCG_L","-0.007472215918928634","0.003547843080049663",1.0,"1.0",0.0,"0.0",0.0,"0.0",-66.60165328408998
"Thal_L_to_SFG_pole_L","Thal_L -- SFG_pole_L","-0.0009280093758339696","0.0004414531126200343",1.0,"1.0",0.0,"0.0",0.0,"0.0",-66.47644412810925
"IOG_L_to_PoCG_L","IOG_L -- PoCG_L","-0.035423717785248734","0.016856460533862232",1.0,"1.0",0.0,"0.0",0.0,"0.0",-66.45501359396883
"LFOG_L_to_IFG_opercularis_L","LFOG_L -- IFG_opercularis_L","-0.0005360875764455329","0.00025633513210166246",1.0,"1.0",0.0,"0.0",0.0,"0.0",-66.13442929138476
"rostral_ACC_L_to_SMG_L","rostral_ACC_L -- SMG_L","-0.0007353470039976643","0.0003529700707122914",1.0,"1.0",0.0,"0.0",0.0,"0.0",-65.88012968127798
"ITG_L_to_AG_L","ITG_L -- AG_L","-0.044174722471104697","0.021321712221389143",1.0,"1.0",0.0,"0.0",0.0,"0.0",-65.51666046518439
"Caud_L_to_SFG_pole_L","Caud_L -- SFG_pole_L","-0.004162619211777385","0.002009847542991434",1.0,"1.0",0.0,"0.0",0.0,"0.0",-65.4943096907696
"AG_L_to_LFOG_L","AG_L -- LFOG_L","-0.0009932732226358902","0.0004800194785250616",1.0,"1.0",0.0,"0.0",0.0,"0.0",-65.43496384847096
"subcallosal_ACC_L_to_STG_L_pole","subcallosal_ACC_L -- STG_L_pole","-0.0008797244283869559","0.0004270366024849566",1.0,"1.0",0.0,"0.0",0.0,"0.0",-65.1450693173419
"dorsal_ACC_L_to_IFG_orbitalis_L","dorsal_ACC_L -- IFG_orbitalis_L","-0.010802609088415073","0.005252835608714123",1.0,"1.0",0.0,"0.0",0.0,"0.0",-65.03315910963632
"IFG_orbitalis_L_to_MFG_DPFC_L","IFG_orbitalis_L -- MFG_DPFC_L","-0.07611260727508917","0.03701532640770649",1.0,"1.0",0.0,"0.0",0.0,"0.0",-65.02419970368624
