"edge","edge_name","mean","std","right_p","right_p_adj","both_p","both_p_adj","left_p","left_p_adj","t"
"x4_62","SFG_pole_L -- subcallosal_ACC_L","-2.4144886830167164e-5","1.930843814849344e-5",1.0,"1.0",1.4017493212482887e-206,"2.2082352321034686e-206",7.008746606241444e-207,"1.4566370958754808e-206",-39.54376612087023
"x14_58","IFG_triangularis_L -- LG_L","-0.008113040680236872","0.006498810668316303",1.0,"1.0",3.895716457901882e-206,"6.127760689860862e-206",1.947858228950941e-206,"4.040146827583615e-206",-39.477511514883304
"x0_40","SFG_L -- MTG_L_pole","-0.00023157239550579664","0.00018562119337346456",1.0,"1.0",5.855004326363779e-206,"9.195644124106998e-206",2.9275021631818895e-206,"6.059929477786511e-206",-39.45111006512591
"x18_42","MFOG_L -- ITG_L","-0.005460579606294805","0.0043933061740895315",1.0,"1.0",5.591540245026474e-205,"8.755286162787294e-205",2.795770122513237e-205,"5.775692768066269e-205",-39.30495216199153
"x66_70","dorsal_ACC_L -- Ins_L","-0.0008210169041469941","0.0006610646144701067",1.0,"1.0",8.980869159319179e-205,"1.4041086978693882e-204",4.490434579659589e-205,"9.258166912246364e-205",-39.27427603556969
"x2_183","SFG_PFC_L -- PSTG_L","-0.0020784170518657486","0.001687472123665665",1.0,"1.0",1.3728897522394692e-202,"2.143198934491479e-202",6.864448761197346e-203,"1.412466096985935e-202",-38.94898007174596
"x44_54","PHG_L -- IOG_L","-0.0024649545140517396","0.0020078954135541805",1.0,"1.0",9.939935082315269e-202,"1.5493724111741422e-201",4.969967541157634e-202,"1.0206183343448713e-201",-38.821098651345096
"x22_72","PoCG_L -- Amyg_L","-0.003939632676752219","0.0032315332273187966",1.0,"1.0",6.43134029238137e-200,"9.994650454376453e-200",3.215670146190685e-200,"6.590531883776948e-200",-38.55201703526804
"x40_68","MTG_L_pole -- PCC_L","-0.005805009299479397","0.004764198074895362",1.0,"1.0",8.874845683419732e-200,"1.3771312267375448e-199",4.437422841709866e-200,"9.076546721679271e-200",-38.531251086189506
"x18_40","MFOG_L -- MTG_L_pole","-0.007440651150969855","0.006150954655270875",1.0,"1.0",6.635554618083384e-198,"1.0265768355330796e-197",3.317777309041692e-198,"6.772977346860259e-198",-38.25325698289012
"x10_70","IFG_opercularis_L -- Ins_L","-0.01922843192234659","0.016011750747512477",1.0,"1.0",4.962105799364154e-196,"7.642529021342111e-196",2.481052899682077e-196,"5.054901084982184e-196",-37.975635311180234
"x54_183","IOG_L -- PSTG_L","-0.020773321475637915","0.017364259536333648",1.0,"1.0",4.696559831240444e-195,"7.222792608222674e-195",2.348279915620222e-195,"4.774989612312239e-195",-37.83116135326784
"x10_44","IFG_opercularis_L -- PHG_L","-0.00012671278654092957","0.00010702115778294931",1.0,"1.0",2.0379253637350393e-192,"3.1155875206289003e-192",1.0189626818675197e-192,"2.0678948543782017e-192",-37.44128940828054
"x18_28","MFOG_L -- SMG_L","-0.0003382310968524912","0.00028567869333681904",1.0,"1.0",2.0797458565010096e-192,"3.174833276517028e-192",1.0398729282505048e-192,"2.1062005493919227e-192",-37.43998647773953
"x56_183","Cu_L -- PSTG_L","-0.020533886793560094","0.017357869100993104",1.0,"1.0",3.377658568962648e-192,"5.148566449007865e-192",1.688829284481324e-192,"3.4139420106214263e-192",-37.408884181518864
"x66_74","dorsal_ACC_L -- Hippo_L","-0.0003786043826461138","0.0003203806033091798",1.0,"1.0",6.224422001980206e-192,"9.473936429484577e-192",3.112211000990103e-192,"6.2790221949800325e-192",-37.36968371110317
"x36_60","STG_L_pole -- rostral_ACC_L","-0.00025126969210656854","0.00021272252972357977",1.0,"1.0",8.06202370793661e-192,"1.225285541514595e-191",4.031011853968305e-192,"8.116920756531509e-192",-37.3530972510765
"x32_46","PrCu_L -- ENT_L","-0.00022583416736928665","0.00019151835163813322",1.0,"1.0",2.1955072346509265e-191,"3.331891477806025e-191",1.0977536173254632e-191,"2.2061650367608825e-191",-37.28887264673113
"x34_68","STG_L -- PCC_L","-0.028882649515280776","0.02455991342785726",1.0,"1.0",1.0492203416677528e-190,"1.5899605470367851e-190",5.246101708338764e-191,"1.052270400800508e-190",-37.18863162809366
"x44_181","PHG_L -- PIns_L","-0.004184302724466462","0.0035752100047801868",1.0,"1.0",1.7012458084996482e-189,"2.570495491674651e-189",8.506229042498241e-190,"1.702891113923729e-189",-37.01020922203285
"x54_181","IOG_L -- PIns_L","-0.00910745838486174","0.007782242870521698",1.0,"1.0",1.768494860920392e-189,"2.6682101764615246e-189",8.84247430460196e-190,"1.7667878195488471e-189",-37.007727297298786
"x6_74","MFG_L -- Hippo_L","-0.00021704177637732976","0.00018638782586129622",1.0,"1.0",3.14361091816986e-188,"4.71541637725479e-188",1.57180545908493e-188,"3.1345253374815075e-188",-36.823561710089784
"x32_82","PrCu_L -- Thal_L","-0.06615648587636808","0.05692697319964134",1.0,"1.0",9.968896003102383e-188,"1.491012624741469e-187",4.9844480015511914e-188,"9.920968618472083e-188",-36.74974543761651
"x14_48","IFG_triangularis_L -- FuG_L","-0.006601930579422979","0.005745312650853645",1.0,"1.0",6.299435418658077e-185,"9.394691150304193e-185",3.1497177093290384e-185,"6.257116754617188e-185",-36.33768752722242
"x56_181","Cu_L -- PIns_L","-0.0038821694171576084","0.0033839110294885066",1.0,"1.0",1.5791319751063165e-184,"2.3516569701223563e-184",7.895659875531583e-185,"1.5655187684243657e-184",-36.27902008618132
"x34_56","STG_L -- Cu_L","-0.029374400180436494","0.02576367130991348",1.0,"1.0",5.316782805611785e-183,"7.895079202020369e-183",2.6583914028058923e-183,"5.260870175724854e-183",-36.05464778449399
"x16_44","LFOG_L -- PHG_L","-0.0005671919125839546","0.0004976413403098113",1.0,"1.0",6.443505072639331e-183,"9.540812232019609e-183",3.2217525363196653e-183,"6.363576097501629e-183",-36.0423897475194
"x54_185","IOG_L -- PSMG_L","-0.058390673009622626","0.05124816399761664",1.0,"1.0",7.815977359716337e-183,"1.1556480810437728e-182",3.9079886798581685e-183,"7.704320540291818e-183",-36.0300753075005
"x70_185","Ins_L -- PSMG_L","-0.009772755892624295","0.008681309175767473",1.0,"1.0",6.82744123138595e-180,"1.0080458879435746e-179",3.413720615692975e-180,"6.71711185787496e-180",-35.598510560813665
"x18_48","MFOG_L -- FuG_L","-0.003922608155639409","0.003598811402841693",1.0,"1.0",3.618737021326093e-172,"5.290102848972466e-172",1.8093685106630464e-172,"3.553503621510916e-172",-34.467980540403005
"x2_24","SFG_PFC_L -- PrCG_L","-0.0036049709630443243","0.0033330237671498537",1.0,"1.0",2.360363773688525e-170,"3.445665029291429e-170",1.1801818868442624e-170,"2.313424721370855e-170",-34.20293384748076
"x16_38","LFOG_L -- MTG_L","-0.007700459611183189","0.007186950259744556",1.0,"1.0",3.7145244929566197e-168,"5.399624789620929e-168",1.8572622464783098e-168,"3.633773960501041e-168",-33.882231713593335
"x70_181","Ins_L -- PIns_L","-0.018285748068786658","0.017265274276111627",1.0,"1.0",1.7622859749501466e-165,"2.5510013763264357e-165",8.811429874750733e-166,"1.720722626484341e-165",-33.491858682718835
"x56_82","Cu_L -- Thal_L","-0.03719278422949511","0.035308958166320126",1.0,"1.0",3.1181390163872632e-164,"4.507365756928516e-164",1.5590695081936316e-164,"3.0388642956316546e-164",-33.30993515424158
"x80_82","GP_L -- Thal_L","-0.046091746242689344","0.043797464144983485",1.0,"1.0",5.0588642315838095e-164,"7.302544602077047e-164",2.5294321157919047e-164,"4.920981653843273e-164",-33.27930105243341
"x38_185","MTG_L -- PSMG_L","-0.10997755488086378","0.10503856104044518",1.0,"1.0",7.374183709590536e-163,"1.0629916628727305e-162",3.687091854795268e-163,"7.15973746662871e-163",-33.10970385302448
"x58_74","LG_L -- Hippo_L","-0.044650372670159144","0.04281937955496316",1.0,"1.0",6.197430266543431e-162,"8.921196558932478e-162",3.0987151332717156e-162,"6.005936634712033e-162",-32.97499344468455
"x28_66","SMG_L -- dorsal_ACC_L","-0.013092484722588728","0.012596420021476025",1.0,"1.0",3.3554212749890044e-161,"4.823418082796694e-161",1.6777106374945022e-161,"3.2456645043117943e-161",-32.8681259308204
"x18_74","MFOG_L -- Hippo_L","-0.003835029464925586","0.0037038448273421587",1.0,"1.0",2.4324809552667793e-160,"3.491841593205432e-160",1.2162404776333897e-160,"2.348524056624176e-160",-32.74280799642514
"x34_38","STG_L -- MTG_L","-0.03616905044456222","0.03547313669474329",1.0,"1.0",6.56522780384134e-157,"9.385374001347771e-157",3.28261390192067e-157,"6.326825676886207e-157",-32.24315379679733
"x54_187","IOG_L -- PSIG_L","-0.04903166562291719","0.04863116382187776",1.0,"1.0",1.9490838530199183e-154,"2.771018939389582e-154",9.745419265099592e-155,"1.8748157879884902e-154",-31.883205881748534
"x32_76","PrCu_L -- Caud_L","-0.0009473350378822496","0.0009634653431149055",1.0,"1.0",5.202004194581497e-149,"7.36535477618584e-149",2.6010020972907484e-149,"4.994503099621382e-149",-31.093349111079792
"x56_68","Cu_L -- PCC_L","-0.12794216635071595","0.13121821702656744",1.0,"1.0",3.1817655174062164e-147,"4.49267027355448e-147",1.5908827587031082e-147,"3.0491919541809573e-147",-30.83326870403212
"x66_82","dorsal_ACC_L -- Thal_L","-0.03841331139654485","0.03961777301291446",1.0,"1.0",4.821700799936144e-146,"6.789741942767224e-146",2.410850399968072e-146,"4.612255386260545e-146",-30.661379286207648
"x16_32","LFOG_L -- PrCu_L","-0.0005656305023730576","0.0005921947684638474",1.0,"1.0",6.631998393360039e-143,"9.300973356541517e-143",3.3159991966800193e-143,"6.332212488125129e-143",-30.20426381347429
"x52_185","MOG_L -- PSMG_L","-0.0649163295634991","0.06859596361579831",1.0,"1.0",5.345646293105706e-141,"7.486798258950482e-141",2.672823146552853e-141,"5.094607655031681e-141",-29.926463298709688
"x66_183","dorsal_ACC_L -- PSTG_L","-0.004958959236065786","0.005257716882910016",1.0,"1.0",2.6180612548136105e-140,"3.6568062061161765e-140",1.3090306274068053e-140,"2.490527020893462e-140",-29.825885187673144
"x46_68","ENT_L -- PCC_L","-0.00024085472349648859","0.00025614906824335357",1.0,"1.0",1.106526989767886e-139,"1.543470935862213e-139",5.53263494883943e-140,"1.0506930590915247e-139",-29.734619637006656
"x2_4","SFG_PFC_L -- SFG_pole_L","-0.007834025413547108","0.00834501505519509",1.0,"1.0",2.3686591619315185e-139,"3.2995454005371755e-139",1.1843295809657593e-139,"2.2450203595230052e-139",-29.68642164285732
"x18_187","MFOG_L -- PSIG_L","-0.0016857412356086102","0.0017983568351325548",1.0,"1.0",4.737930104449099e-139,"6.591072121108626e-139",2.3689650522245496e-139,"4.482411022033654e-139",-29.64251446680671
"x36_38","STG_L_pole -- MTG_L","-0.04868792534282931","0.05234736657905006",1.0,"1.0",1.798725676175154e-137,"2.49890077159904e-137",8.99362838087577e-138,"1.698614119380734e-137",-29.412126854379952
"x68_185","PCC_L -- PSMG_L","-0.03938520340385763","0.04260721680681442",1.0,"1.0",3.1128734505279773e-136,"4.313017431454426e-136",1.5564367252639886e-136,"2.934265957464897e-136",-29.231420918647537
"x14_72","IFG_triangularis_L -- Amyg_L","-0.0002207125144326652","0.00023971287445411063",1.0,"1.0",1.913992737318313e-135,"2.6413099774992718e-135",9.569963686591565e-136,"1.8008931664767764e-135",-29.116260663906093
"x70_74","Ins_L -- Hippo_L","-0.0026955072397971637","0.0029296504347011004",1.0,"1.0",2.6584521662170502e-135,"3.663778950778491e-135",1.3292260831085251e-135,"2.4968221343327103e-135",-29.095424581268727
"x24_52","PrCG_L -- MOG_L","-0.024916826173024518","0.027206832831639258",1.0,"1.0",2.2102871845927255e-134,"3.042084090496637e-134",1.1051435922963627e-134,"2.0721442355556803e-134",-28.961078732260045
"x20_58","RG_L -- LG_L","-0.003390596505839751","0.003747275948372252",1.0,"1.0",5.3360720066495494e-132,"7.334441602765317e-132",2.6680360033247747e-132,"4.9935212720454644e-132",-28.612804962280542
"x74_183","Hippo_L -- PSTG_L","-0.000257784058026986","0.00028627144489874545",1.0,"1.0",4.601277582740907e-131,"6.307711653161376e-131",2.3006387913704536e-131,"4.2981248178130313e-131",-28.475937169864036
"x12_50","IFG_orbitalis_L -- SOG_L","-0.004138623073589725","0.004598773691149678",1.0,"1.0",6.042689051992316e-131,"8.272729059275195e-131",3.021344525996158e-131,"5.634399251182025e-131",-28.4586199896224
"x74_76","Hippo_L -- Caud_L","-0.0013145594669734153","0.0014731219850919962",1.0,"1.0",2.6190573125506422e-129,"3.5761534544721827e-129",1.3095286562753211e-129,"2.4377017252607146e-129",-28.218993928824432
"x26_181","SPG_L -- PIns_L","-0.022618483465273145","0.025347025662668936",1.0,"1.0",2.6325978756849137e-129,"3.589906194115791e-129",1.3162989378424568e-129,"2.4459055667270068e-129",-28.218665937780788
"x16_50","LFOG_L -- SOG_L","-0.0006431115067394528","0.0007223936452198917",1.0,"1.0",7.48417324106277e-129,"1.0192262242763116e-128",3.742086620531385e-129,"6.940967118727568e-129",-28.15220156235392
"x0_70","SFG_L -- Ins_L","-0.0016455951221926494","0.0018556629864538347",1.0,"1.0",4.165518711367992e-128,"5.657889588275422e-128",2.082759355683996e-128,"3.8562717945133025e-128",-28.04296216812713
"x2_26","SFG_PFC_L -- SPG_L","-0.0049966298816172565","0.0057606859197678",1.0,"1.0",6.399183678545121e-124,"8.669051187557855e-124",3.1995918392725607e-124,"5.913531345798394e-124",-27.428558457852734
"x28_44","SMG_L -- PHG_L","-0.0002694410667274406","0.00031330876316826805",1.0,"1.0",2.473746553721719e-122,"3.3424643382532364e-122",1.2368732768608594e-122,"2.281931981374313e-122",-27.195136753532676
"x18_32","MFOG_L -- PrCu_L","-0.0005255568672960302","0.0006143758329203417",1.0,"1.0",2.3524221116503547e-121,"3.1702563614037985e-121",1.1762110558251774e-121,"2.1661538127741256e-121",-27.051141199653905
"x0_80","SFG_L -- GP_L","-0.009889021400915906","0.011742499566226455",1.0,"1.0",1.6546550719574228e-118,"2.2212295713047114e-118",8.273275359787114e-119,"1.520930727776139e-118",-26.631324345105195
"x50_78","SOG_L -- Put_L","-0.017170450208504474","0.020408168917176",1.0,"1.0",2.4605498527249965e-118,"3.2987941678372687e-118",1.2302749263624982e-118,"2.2576853701864994e-118",-26.605880875323866
"x24_38","PrCG_L -- MTG_L","-0.006439423762333426","0.007678205447083094",1.0,"1.0",9.263998455254358e-118,"1.2403930661304347e-117",4.631999227627179e-118,"8.485166726715275e-118",-26.520840121203435
"x10_36","IFG_opercularis_L -- STG_L_pole","-0.0017623288748901628","0.0021028525146463053",1.0,"1.0",1.243145347816763e-117,"1.6623455232433458e-117",6.215726739083815e-118,"1.1366214090020756e-117",-26.501969073528667
"x16_36","LFOG_L -- STG_L_pole","-0.006907601788559802","0.008293642777404225",1.0,"1.0",1.5994661508711765e-116,"2.136061246647313e-116",7.997330754355882e-117,"1.4598302170649627e-116",-26.337949930535277
"x38_42","MTG_L -- ITG_L","-0.0367737073105283","0.04509803619905354",1.0,"1.0",8.508479501097367e-113,"1.1319121187192515e-112",4.2542397505486836e-113,"7.75200377080614e-113",-25.78575097957254
"x44_183","PHG_L -- PSTG_L","-0.0019115257974833897","0.002352299311132859",1.0,"1.0",3.351287302819082e-112,"4.4526089325003205e-112",1.675643651409541e-112,"3.0479634080999564e-112",-25.69730517544609
"x6_64","MFG_L -- subgenual_ACC_L","-4.87758599967413e-5","6.0427371468080934e-5",1.0,"1.0",4.805109324583452e-111,"6.376010449928041e-111",2.402554662291726e-111,"4.36253346574024e-111",-25.52532216375984
"x12_181","IFG_orbitalis_L -- PIns_L","-0.028806090455857063","0.03615857599333478",1.0,"1.0",8.211745765003168e-109,"1.0882403158486913e-108",4.105872882501584e-109,"7.442344016443327e-109",-25.19260059968561
"x50_74","SOG_L -- Hippo_L","-0.004380283111033142","0.005597886872041455",1.0,"1.0",8.153457251917307e-106,"1.076381155068165e-105",4.0767286259586536e-106,"7.376598125641969e-106",-24.744464730816333
"x8_72","MFG_DPFC_L -- Amyg_L","-0.00010915134722985306","0.0001406701788619549",1.0,"1.0",1.9605488453924967e-104,"2.581638746795463e-104",9.802744226962483e-105,"1.7706527530377262e-104",-24.53731627518379
"x18_58","MFOG_L -- LG_L","-0.004643952256446286","0.006078339089231495",1.0,"1.0",6.2853542289065476e-102,"8.234609654326933e-102",3.1426771144532738e-102,"5.6666738910437945e-102",-24.16032778010968
"x14_18","IFG_triangularis_L -- MFOG_L","-9.32858430282922e-5","0.00012389941888581873",1.0,"1.0",1.3264646280466049e-99,"1.7334480934699951e-99",6.632323140233024e-100,"1.1938181652419445e-99",-23.809291445523254
"x38_68","MTG_L -- PCC_L","-0.017565686390664328","0.023949481333240107",1.0,"1.0",1.5007487666085914e-95,"1.9587326272886405e-95",7.503743833042957e-96,"1.3483289699999064e-95",-23.1936453595033
"x20_28","RG_L -- SMG_L","-0.00021286063688347103","0.00029061310678794356",1.0,"1.0",2.412154294577201e-95,"3.1443069205131025e-95",1.2060771472886005e-95,"2.1634139470428104e-95",-23.16221880649669
"x30_32","AG_L -- PrCu_L","-0.029435986697921523","0.040512196737049755",1.0,"1.0",3.940544477996027e-94,"5.130142810975959e-94",1.9702722389980136e-94,"3.5280826424964433e-94",-22.97697252608415
"x26_68","SPG_L -- PCC_L","-0.0629051424688088","0.0867003585754366",1.0,"1.0",6.494088359292058e-94,"8.44394654757196e-94",3.247044179646029e-94,"5.804301771906113e-94",-22.943795159248737
"x8_66","MFG_DPFC_L -- dorsal_ACC_L","-0.00219493985793863","0.0030654171941912277",1.0,"1.0",5.962502881132038e-92,"7.743024444130062e-92",2.981251440566019e-92,"5.3199917948031554e-92",-22.642951475985917
"x26_38","SPG_L -- MTG_L","-0.010863904731043759","0.015317454488474937",1.0,"1.0",1.4788497319353888e-90,"1.9156564112054158e-90",7.394248659676944e-91,"1.3172198558977e-90",-22.428454583642587
"x50_181","SOG_L -- PIns_L","-0.00337672664850873","0.00480630018021829",1.0,"1.0",3.47153481385921e-89,"4.4912981654303525e-89",1.735767406929605e-89,"3.0868028628387303e-89",-22.21697947419802
"x12_16","IFG_orbitalis_L -- LFOG_L","-0.014294355507049647","0.02036118564542107",1.0,"1.0",4.441769637671489e-89,"5.7393652621597895e-89",2.2208848188357445e-89,"3.9427371998198894e-89",-22.200436592263657
"x8_38","MFG_DPFC_L -- MTG_L","-0.00439107246536112","0.00625810696203888",1.0,"1.0",5.3073389951223415e-89,"6.849246708169107e-89",2.6536694975611708e-89,"4.7029930307804994e-89",-22.1884835871645
"x50_72","SOG_L -- Amyg_L","-0.004531291039434957","0.006488607667646994",1.0,"1.0",2.5266859261100766e-88,"3.2566873393822286e-88",1.2633429630550383e-88,"2.2351452423281447e-88",-22.083628968928878
"x68_80","PCC_L -- GP_L","-0.004198087684902108","0.0060143090333370265",1.0,"1.0",2.949448043991522e-88,"3.7968640864816233e-88",1.474724021995761e-88,"2.6046746804873933e-88",-22.0732237532331
"x68_74","PCC_L -- Hippo_L","-0.004450658351724673","0.006402946444228347",1.0,"1.0",1.1635396110538965e-87,"1.4959794999264385e-87",5.817698055269482e-88,"1.0257781068490484e-87",-21.980845226946002
"x14_50","IFG_triangularis_L -- SOG_L","-0.0022510959789111868","0.0032650767688961134",1.0,"1.0",1.643915432277358e-86,"2.1109832163859376e-86",8.21957716138679e-87,"1.4468133268767563e-86",-21.802214860058044
"x68_181","PCC_L -- PIns_L","-0.002024253321407064","0.002940871290638546",1.0,"1.0",2.788403229910849e-86,"3.576204885945141e-86",1.3942016149554245e-86,"2.4499128548028257e-86",-21.766512112188725
"x16_58","LFOG_L -- LG_L","-0.0034909816455254623","0.00513902935391021",1.0,"1.0",1.870007628086794e-84,"2.3953686820171183e-84",9.35003814043397e-85,"1.6402185551439252e-84",-21.481592163514815
"x34_58","STG_L -- LG_L","-0.055178298370243156","0.08325316269593355",1.0,"1.0",3.978735449914646e-81,"5.0902239686794295e-81",1.989367724957323e-81,"3.483918097006479e-81",-20.958855449085302
"x20_72","RG_L -- Amyg_L","-0.0006957163826338369","0.00105703427790072",1.0,"1.0",3.3125496752022147e-80,"4.232702362758385e-80",1.6562748376011074e-80,"2.895683204251936e-80",-20.81340615543193
"x44_80","PHG_L -- GP_L","-0.001422557062984062","0.002176242510617832",1.0,"1.0",2.6219032838494035e-79,"3.341958003428735e-79",1.3109516419247017e-79,"2.288085918030466e-79",-20.671043776789922
"x12_76","IFG_orbitalis_L -- Caud_L","-0.03616800978730001","0.055777151453201015",1.0,"1.0",2.8900507503646747e-78,"3.6746959786577866e-78",1.4450253751823374e-78,"2.517847244635891e-78",-20.505401653415973
"x18_24","MFOG_L -- PrCG_L","-0.00018359685759075834","0.0002843650409784335",1.0,"1.0",1.0390484187451185e-77,"1.3179106781877422e-77",5.1952420937255925e-78,"9.037101793287376e-78",-20.41686415597065
"x54_72","IOG_L -- Amyg_L","-0.002235425141677992","0.003518118588264482",1.0,"1.0",1.0955544397676379e-75,"1.3861844072854588e-75",5.4777721988381896e-76,"9.512574204358266e-76",-20.093225424769614
"x80_185","GP_L -- PSMG_L","-0.0025624013587072425","0.004060656568776365",1.0,"1.0",7.939101192779373e-75,"1.0020694798203235e-74",3.9695505963896867e-75,"6.881884199771066e-75",-19.954961558019114
"x16_48","LFOG_L -- FuG_L","-0.0023102784014151024","0.0037209193592587183",1.0,"1.0",7.676661925590641e-73,"9.677643231408421e-73",3.838330962795321e-73,"6.643265127914979e-73",-19.63423840236071
"x16_64","LFOG_L -- subgenual_ACC_L","-0.0001288454946207303","0.00021248980938088597",1.0,"1.0",5.0628519074303925e-70,"6.351577847503584e-70",2.5314259537151962e-70,"4.3739997697750054e-70",-19.174812685823383
"x48_82","FuG_L -- Thal_L","-0.00965752015080931","0.01597675155620574",1.0,"1.0",1.1707029285987263e-69,"1.465148163361163e-69",5.853514642993632e-70,"1.0097312759164015e-69",-19.115124947704338
"x72_82","Amyg_L -- Thal_L","-0.00667548703092076","0.011111008986579076",1.0,"1.0",5.964420125992334e-69,"7.455525157490417e-69",2.982210062996167e-69,"5.135752770717192e-69",-18.998943781003867
"x48_52","FuG_L -- MOG_L","-0.030348176587719","0.051531721976646856",1.0,"1.0",1.1160838172779395e-66,"1.390068292277578e-66",5.5804190863896974e-67,"9.594242116965677e-67",-18.62335609387946
"x2_80","SFG_PFC_L -- GP_L","-0.01283190625455816","0.022769441896267676",1.0,"1.0",6.692612263479159e-62,"8.28571015873317e-62",3.3463061317395795e-62,"5.74365977835898e-62",-17.82127584462913
"x18_68","MFOG_L -- PCC_L","-0.0003162855421270589","0.0005715188711644513",1.0,"1.0",5.09202731948625e-60,"6.274105090081272e-60",2.546013659743125e-60,"4.3627883076724077e-60",-17.500431824146123
"x2_6","SFG_PFC_L -- MFG_L","-0.020137641523253952","0.03649085721930562",1.0,"1.0",9.866536716580709e-60,"1.2142527350369837e-59",4.9332683582903544e-60,"8.439558265835566e-60",-17.451169627161992
"x80_183","GP_L -- PSTG_L","-0.0034351722754231116","0.00629077111447924",1.0,"1.0",1.1427917416038858e-58,"1.4030717112218525e-58",5.713958708019429e-59,"9.758988882508431e-59",-17.26810330199009
"x26_66","SPG_L -- dorsal_ACC_L","-0.03253699924479273","0.05972929703281563",1.0,"1.0",1.9975070578167394e-58,"2.4495495318013336e-58",9.987535289083697e-59,"1.7029817173314046e-58",-17.226224139921577
"x16_26","LFOG_L -- SPG_L","-0.0002416367250301968","0.00045301393766208236",1.0,"1.0",2.315485351985053e-56,"2.8227648283916726e-56",1.1577426759925266e-56,"1.9708284040333304e-56",-16.867525564063865
"x28_56","SMG_L -- Cu_L","-0.00045839235532857544","0.0008775658687902338",1.0,"1.0",2.2536956517074828e-54,"2.734554512915879e-54",1.1268478258537414e-54,"1.9150862065002008e-54",-16.51800686877
"x36_183","STG_L_pole -- PSTG_L","-0.002512154748732517","0.004831061972447534",1.0,"1.0",5.911212747782231e-54,"7.164057604162306e-54",2.9556063738911156e-54,"5.014840322913614e-54",-16.443860348117322
"x20_76","RG_L -- Caud_L","-0.036190556160440666","0.07023417123414485",1.0,"1.0",4.081338177246122e-53,"4.940567267192674e-53",2.040669088623061e-53,"3.456779880073434e-53",-16.294715982865128
"x48_76","FuG_L -- Caud_L","-0.0009694368333438587","0.00188480648435544",1.0,"1.0",5.994421672082088e-53,"7.247928073136636e-53",2.997210836041044e-53,"5.068812443304707e-53",-16.26495062741698
"x2_38","SFG_PFC_L -- MTG_L","-0.0032027603829883765","0.006440168202933605",1.0,"1.0",5.8609307065157025e-50,"7.07825353704055e-50",2.9304653532578512e-50,"4.947849332172717e-50",-15.726324671742242
"x14_20","IFG_triangularis_L -- RG_L","-0.00023552581557704998","0.0004799927799984999",1.0,"1.0",8.216655411966818e-49,"9.900161060984466e-49",4.108327705983409e-49,"6.925275530444345e-49",-15.516858920139809
"x8_16","MFG_DPFC_L -- LFOG_L","-0.007281521157042716","0.014923174189975718",1.0,"1.0",2.4460071736466675e-48,"2.940322212223346e-48",1.2230035868233338e-48,"2.058225548556342e-48",-15.42982169465453
"x26_52","SPG_L -- MOG_L","-0.046561450606227225","0.09554787696101567",1.0,"1.0",3.130271441041041e-48,"3.7585045724796723e-48",1.5651357205205205e-48,"2.6297329070434072e-48",-15.410100125739167
"x14_52","IFG_triangularis_L -- MOG_L","-0.0018068476335633965","0.003818960104821821",1.0,"1.0",8.115000192283416e-46,"9.72109398033951e-46",4.057500096141708e-46,"6.8063413282117786e-46",-14.961543849938213
"x42_70","ITG_L -- Ins_L","-0.001813941215579614","0.00386266381768338",1.0,"1.0",3.16836133249937e-45,"3.7910450625859513e-45",1.584180666249685e-45,"2.6531181060977732e-45",-14.850336590582057
"x10_66","IFG_opercularis_L -- dorsal_ACC_L","-0.004554242600408384","0.009920264266670671",1.0,"1.0",1.7962942955884966e-43,"2.1345173317268588e-43",8.981471477942483e-44,"1.5017484619823053e-43",-14.517536274355665
"x0_38","SFG_L -- MTG_L","-0.00041281725522299893","0.0009127517792309062",1.0,"1.0",2.3713122765216185e-42,"2.8145736309631592e-42",1.1856561382608092e-42,"1.9792808114515124e-42",-14.30227597062256
"x4_10","SFG_pole_L -- IFG_opercularis_L","-0.0001158408236003337","0.00025648138846281424",1.0,"1.0",3.000068611549021e-42,"3.55678237451688e-42",1.5000343057745104e-42,"2.5000571762908507e-42",-14.28255090173734
"x70_80","Ins_L -- GP_L","-0.0021831185364153158","0.004905809627275198",1.0,"1.0",3.629796010306745e-41,"4.298442643784303e-41",1.8148980051533724e-41,"3.0199669378355956e-41",-14.072349931442567
"x38_56","MTG_L -- Cu_L","-0.011200927324087772","0.026491573051867355",1.0,"1.0",1.251565255015261e-37,"1.4770467946873375e-37",6.257826275076305e-38,"1.039622824190044e-37",-13.370456401657735
"x12_40","IFG_orbitalis_L -- MTG_L_pole","-0.0033283759883496644","0.007937928918534358",1.0,"1.0",4.4228061984633944e-37,"5.213672454908443e-37",2.2114030992316972e-37,"3.6679522559371905e-37",-13.259439761451471
"x48_183","FuG_L -- PSTG_L","-0.004084155902473186","0.009756939068520569",1.0,"1.0",5.705046185270646e-37,"6.7175458495507605e-37",2.852523092635323e-37,"4.723778241404094e-37",-13.236974096420283
"x38_58","MTG_L -- LG_L","-0.028480299812502996","0.06873859958746743",1.0,"1.0",2.6112816842423906e-36,"3.06425911926403e-36",1.3056408421211953e-36,"2.1586873348169922e-36",-13.102189511058398
"x18_30","MFOG_L -- AG_L","-0.00022073015786531927","0.0005430979438199158",1.0,"1.0",4.253207808013645e-35,"4.979717286531813e-35",2.1266039040068225e-35,"3.5104227123557597e-35",-12.852378748360534
