,abs_coef,coef,edge_conn,name
15365,5.50588470834e-05,-5.50588470834e-05,131_156,ALIC_R--UNC_L
15366,5.50384279218e-05,-5.50384279218e-05,9_53,MFG_DPFC_R--MOG_R
15367,5.50282477839e-05,5.50282477839e-05,28_170,SMG_L--LV_frontal_L
15368,5.49619561626e-05,5.49619561626e-05,16_173,LFOG_L--LV_occipital_L
15369,5.4946119528e-05,-5.4946119528e-05,44_57,PHG_L--Cu_R
15370,5.4924176003e-05,-5.4924176003e-05,28_32,SMG_L--PrCu_L
15371,5.48978079905e-05,5.48978079905e-05,69_170,PCC_R--LV_frontal_L
15372,5.48902224748e-05,5.48902224748e-05,20_67,RG_L--dorsal_ACC_R
15373,5.48846405156e-05,-5.48846405156e-05,12_168,IFG_orbitalis_L--OpticTract_L
15374,5.48466130499e-05,5.48466130499e-05,65_172,subgenual_ACC_R--LV_atrium_L
15375,5.48328184883e-05,5.48328184883e-05,43_133,ITG_R--PLIC_R
15376,5.48100354817e-05,5.48100354817e-05,163_176,LenticularFasc_R--LV_body_R
15377,5.47473882723e-05,-5.47473882723e-05,9_62,MFG_DPFC_R--subcallosal_ACC_L
15378,5.47331024329e-05,5.47331024329e-05,78_143,Put_L--Fx/ST_R
15379,5.47312278735e-05,-5.47312278735e-05,22_112,PoCG_L--Pons_L
15380,5.47290656097e-05,-5.47290656097e-05,41_177,MTG_R_pole--LV_atrium_R
15381,5.47136795328e-05,5.47136795328e-05,61_109,rostral_ACC_R--ICP_R
15382,5.470097658e-05,-5.470097658e-05,132_174,PLIC_L--LV_temporal_L
15383,5.46881112058e-05,-5.46881112058e-05,29_128,SMG_R--TAP_L
15384,5.46141306653e-05,5.46141306653e-05,45_86,PHG_R--Mynert_L
15385,5.4473583352e-05,-5.4473583352e-05,65_88,subgenual_ACC_R--NucAccumbens_L
15386,5.44501183312e-05,-5.44501183312e-05,118_156,SCR_L--UNC_L
15387,5.44105644043e-05,5.44105644043e-05,11_110,IFG_opercularis_R--ML_L
15388,5.43843904694e-05,5.43843904694e-05,3_165,SFG_PFC_R--OlfactoryRadiation_R
15389,5.43597132357e-05,-5.43597132357e-05,11_152,IFG_opercularis_R--SFO_L
15390,5.43485540298e-05,-5.43485540298e-05,113_182,Pons_R--PIns_R
15391,5.43371962968e-05,5.43371962968e-05,39_64,MTG_R--subgenual_ACC_L
15392,5.43299157233e-05,-5.43299157233e-05,58_65,LG_L--subgenual_ACC_R
15393,5.43190153653e-05,-5.43190153653e-05,16_76,LFOG_L--Caud_L
15394,5.42990641812e-05,-5.42990641812e-05,55_97,IOG_R--CP_R
15395,5.42839628306e-05,5.42839628306e-05,42_105,ITG_L--MCP_R
15396,5.42838395532e-05,5.42838395532e-05,98_154,Midbrain_L--SLF_L
15397,5.42589603325e-05,5.42589603325e-05,109_146,ICP_R--IFO_L
15398,5.42315638171e-05,-5.42315638171e-05,29_175,SMG_R--LV_frontal_R
15399,5.42044406165e-05,-5.42044406165e-05,114_165,Medulla_L--OlfactoryRadiation_R
15400,5.41424654777e-05,-5.41424654777e-05,5_183,SFG_pole_R--PSTG_L
15401,5.41273190163e-05,-5.41273190163e-05,76_96,Caud_L--CP_L
15402,5.41189348066e-05,-5.41189348066e-05,165_173,OlfactoryRadiation_R--LV_occipital_L
15403,5.40823848056e-05,5.40823848056e-05,88_124,NucAccumbens_L--BCC_L
15404,5.40573001623e-05,5.40573001623e-05,98_117,Midbrain_L--ACR_R
15405,5.40324529921e-05,-5.40324529921e-05,78_186,Put_L--PSMG_R
15406,5.40180496818e-05,5.40180496818e-05,87_118,Mynert_R--SCR_L
15407,5.40177829495e-05,-5.40177829495e-05,126_182,SCC_L--PIns_R
15408,5.39992840315e-05,-5.39992840315e-05,44_138,PHG_L--CGC_L
15409,5.39778100675e-05,-5.39778100675e-05,22_67,PoCG_L--dorsal_ACC_R
15410,5.39404562141e-05,-5.39404562141e-05,31_178,AG_R--LV_occipital_R
15411,5.39381475993e-05,-5.39381475993e-05,84_181,Hypothalamus_L--PIns_L
15412,5.39156782326e-05,-5.39156782326e-05,102_112,SCP_L--Pons_L
15413,5.39155852314e-05,-5.39155852314e-05,4_166,SFG_pole_L--Mammillary_L
