"edge","edge_name","coef","pos_rank","neg_rank"
"x6_54","MFG_L -- IOG_L",-0.009389006300102505,"101","101"
"x18_42","MFOG_L -- ITG_L",-0.009316073580164905,"101","101"
"x18_48","MFOG_L -- FuG_L",-0.009224163523791507,"101","101"
"x28_48","SMG_L -- FuG_L",-0.008905355044241019,"101","101"
"x78_183","Put_L -- PSTG_L",-0.008866234190232265,"101","101"
"x22_38","PoCG_L -- MTG_L",-0.008860017617770468,"101","101"
"x16_34","LFOG_L -- STG_L",-0.00878224722636953,"101","101"
"x54_74","IOG_L -- Hippo_L",-0.008718882206235878,"101","101"
"x8_58","MFG_DPFC_L -- LG_L",-0.008668381024920867,"101","101"
"x44_181","PHG_L -- PIns_L",-0.008646156400382366,"101","101"
"x68_76","PCC_L -- Caud_L",-0.008620496522914975,"101","101"
"x28_80","SMG_L -- GP_L",-0.008596814595302869,"101","101"
"x18_40","MFOG_L -- MTG_L_pole",-0.008569671928022486,"101","101"
"x16_42","LFOG_L -- ITG_L",-0.008496057215304317,"101","101"
"x40_187","MTG_L_pole -- PSIG_L",-0.008477312322025544,"101","101"
"x10_26","IFG_opercularis_L -- SPG_L",-0.008431661608721674,"101","101"
"x20_58","RG_L -- LG_L",-0.008358008833282728,"101","101"
"x8_24","MFG_DPFC_L -- PrCG_L",-0.007938181138056853,"101","101"
"x10_66","IFG_opercularis_L -- dorsal_ACC_L",-0.007867892247161843,"101","101"
"x6_187","MFG_L -- PSIG_L",-0.007755882687150484,"101","101"
"x8_10","MFG_DPFC_L -- IFG_opercularis_L",-0.00770869585283483,"101","101"
"x0_20","SFG_L -- RG_L",-0.0075964672419441765,"101","101"
"x16_181","LFOG_L -- PIns_L",-0.0075546292815822595,"101","101"
"x66_80","dorsal_ACC_L -- GP_L",-0.007535296729038492,"101","101"
"x30_48","AG_L -- FuG_L",-0.007515340208735931,"101","101"
"x66_183","dorsal_ACC_L -- PSTG_L",-0.0075104913940062384,"101","101"
"x16_82","LFOG_L -- Thal_L",-0.0074782173270861755,"101","101"
"x22_72","PoCG_L -- Amyg_L",-0.007410303437256195,"101","101"
"x10_36","IFG_opercularis_L -- STG_L_pole",-0.007369987820288367,"101","101"
"x18_64","MFOG_L -- subgenual_ACC_L",-0.007344088732793061,"101","101"
"x64_72","subgenual_ACC_L -- Amyg_L",-0.007266885809193644,"101","101"
"x28_70","SMG_L -- Ins_L",-0.007244642805059352,"101","101"
"x18_52","MFOG_L -- MOG_L",-0.007236297877387407,"101","101"
"x14_76","IFG_triangularis_L -- Caud_L",-0.007200905111039766,"101","101"
"x70_183","Ins_L -- PSTG_L",-0.00718876138687829,"101","101"
"x54_181","IOG_L -- PIns_L",-0.006999247907153957,"101","101"
"x30_40","AG_L -- MTG_L_pole",-0.0069271920896766745,"101","101"
"x0_66","SFG_L -- dorsal_ACC_L",-0.0068221511970595426,"101","101"
"x12_30","IFG_orbitalis_L -- AG_L",-0.006748463036678518,"101","101"
"x12_28","IFG_orbitalis_L -- SMG_L",-0.006609802586263856,"101","101"
"x12_187","IFG_orbitalis_L -- PSIG_L",-0.006597411585168895,"101","101"
"x2_54","SFG_PFC_L -- IOG_L",-0.006527909014651509,"101","101"
"x18_54","MFOG_L -- IOG_L",-0.006445539523585481,"101","101"
"x2_22","SFG_PFC_L -- PoCG_L",-0.006372708314364034,"101","101"
"x52_74","MOG_L -- Hippo_L",-0.006198125855401205,"101","101"
"x70_72","Ins_L -- Amyg_L",-0.0061914082577861195,"101","101"
"x12_42","IFG_orbitalis_L -- ITG_L",-0.006111983516907532,"101","101"
"x8_70","MFG_DPFC_L -- Ins_L",-0.006076399148072962,"101","101"
"x20_82","RG_L -- Thal_L",-0.006032414848982904,"101","101"
"x24_48","PrCG_L -- FuG_L",-0.005871671947332841,"101","101"
"x10_68","IFG_opercularis_L -- PCC_L",-0.005829159297118238,"101","101"
"x16_52","LFOG_L -- MOG_L",-0.005772909847239621,"101","101"
"x30_70","AG_L -- Ins_L",-0.005771369802592845,"101","101"
"x12_183","IFG_orbitalis_L -- PSTG_L",-0.005703167040096673,"101","101"
"x12_56","IFG_orbitalis_L -- Cu_L",-0.005648414735993732,"101","101"
"x4_76","SFG_pole_L -- Caud_L",-0.00549183121974457,"101","101"
"x50_70","SOG_L -- Ins_L",-0.0054393756381035906,"101","101"
"x2_42","SFG_PFC_L -- ITG_L",-0.005436222015080193,"101","101"
"x34_46","STG_L -- ENT_L",-0.005346193703820699,"101","101"
"x14_54","IFG_triangularis_L -- IOG_L",-0.005330890280720887,"101","101"
"x28_72","SMG_L -- Amyg_L",-0.005299466736478949,"101","101"
"x48_70","FuG_L -- Ins_L",-0.0052391035431989036,"101","101"
"x42_76","ITG_L -- Caud_L",-0.005125653522496264,"101","101"
"x16_74","LFOG_L -- Hippo_L",-0.005045628914515127,"101","101"
"x8_22","MFG_DPFC_L -- PoCG_L",-0.00503871604875837,"101","101"
"x4_8","SFG_pole_L -- MFG_DPFC_L",-0.004965174918141674,"101","101"
"x16_54","LFOG_L -- IOG_L",-0.004947410462742551,"101","101"
"x32_76","PrCu_L -- Caud_L",-0.004690377910103464,"101","101"
"x8_42","MFG_DPFC_L -- ITG_L",-0.004545878630282627,"101","101"
"x38_76","MTG_L -- Caud_L",-0.00435173954240162,"101","101"
"x28_50","SMG_L -- SOG_L",-0.004338692230792833,"101","101"
"x0_36","SFG_L -- STG_L_pole",-0.004338248178765143,"101","101"
"x4_60","SFG_pole_L -- rostral_ACC_L",-0.0042631926939993335,"101","101"
"x10_58","IFG_opercularis_L -- LG_L",-0.00414482435642557,"101","101"
"x20_48","RG_L -- FuG_L",-0.004129851610072252,"101","101"
"x16_78","LFOG_L -- Put_L",-0.004122406226045717,"101","101"
"x4_80","SFG_pole_L -- GP_L",-0.004114427493170955,"101","101"
