"edge","edge_name","coef","pos_rank","neg_rank"
"x6_185","MFG_L -- PSMG_L",-0.00030201348283166745,"101","101"
"x54_80","IOG_L -- GP_L",-0.0002963340274441789,"101","101"
"x8_38","MFG_DPFC_L -- MTG_L",-0.0002909738027633888,"101","101"
"x22_187","PoCG_L -- PSIG_L",-0.00029004841639148813,"101","101"
"x48_66","FuG_L -- dorsal_ACC_L",-0.00028951102325009033,"101","101"
"x0_181","SFG_L -- PIns_L",-0.0002871649492125076,"101","101"
"x22_48","PoCG_L -- FuG_L",-0.0002692118552635863,"101","101"
"x26_74","SPG_L -- Hippo_L",-0.0002681180225086481,"101","101"
"x72_187","Amyg_L -- PSIG_L",-0.00025660880627269354,"101","101"
"x20_74","RG_L -- Hippo_L",-0.0002556931154805704,"101","101"
"x10_42","IFG_opercularis_L -- ITG_L",-0.0002523768569214819,"101","101"
"x6_38","MFG_L -- MTG_L",-0.0002462177706489875,"101","101"
"x6_68","MFG_L -- PCC_L",-0.00023838285460066967,"101","101"
"x12_32","IFG_orbitalis_L -- PrCu_L",-0.00023779495194737983,"101","101"
"x0_185","SFG_L -- PSMG_L",-0.0002342601443839074,"101","101"
"x50_76","SOG_L -- Caud_L",-0.00023368361571525324,"101","101"
"x8_74","MFG_DPFC_L -- Hippo_L",-0.00023341991942243685,"101","101"
"x66_72","dorsal_ACC_L -- Amyg_L",-0.00023206427132402453,"101","101"
"x14_68","IFG_triangularis_L -- PCC_L",-0.00023085036638968292,"101","101"
"x0_36","SFG_L -- STG_L_pole",-0.00022567881355070024,"101","101"
"x28_70","SMG_L -- Ins_L",-0.00022525775098150187,"101","101"
"x32_38","PrCu_L -- MTG_L",-0.00021902051580938655,"101","101"
"x6_54","MFG_L -- IOG_L",-0.00021647740063645939,"101","101"
"x18_64","MFOG_L -- subgenual_ACC_L",-0.00021509388231624697,"101","101"
"x22_54","PoCG_L -- IOG_L",-0.00021374141765585067,"101","101"
"x8_40","MFG_DPFC_L -- MTG_L_pole",-0.00020892060957509724,"101","101"
"x24_38","PrCG_L -- MTG_L",-0.00020024075722567425,"101","101"
"x12_187","IFG_orbitalis_L -- PSIG_L",-0.0001972632842625259,"101","101"
"x24_50","PrCG_L -- SOG_L",-0.0001963823947257613,"101","101"
"x16_26","LFOG_L -- SPG_L",-0.00019635168774407186,"101","101"
"x36_46","STG_L_pole -- ENT_L",-0.00019485857036321595,"101","101"
"x20_34","RG_L -- STG_L",-0.00019452193991030667,"101","101"
"x28_66","SMG_L -- dorsal_ACC_L",-0.00019398704840355247,"101","101"
"x38_66","MTG_L -- dorsal_ACC_L",-0.0001928196437854621,"101","101"
"x6_36","MFG_L -- STG_L_pole",-0.00019136888095814405,"101","101"
"x24_48","PrCG_L -- FuG_L",-0.0001847878049359588,"101","101"
"x0_38","SFG_L -- MTG_L",-0.00018386304440223513,"101","101"
"x6_42","MFG_L -- ITG_L",-0.00018118098302933453,"101","101"
"x26_76","SPG_L -- Caud_L",-0.00017611368789360995,"101","101"
"x10_74","IFG_opercularis_L -- Hippo_L",-0.00017209797353348293,"101","101"
"x14_28","IFG_triangularis_L -- SMG_L",-0.00017002431988402631,"101","101"
"x6_58","MFG_L -- LG_L",-0.00016916939124064296,"101","101"
"x6_187","MFG_L -- PSIG_L",-0.00016874409301753405,"101","101"
"x24_72","PrCG_L -- Amyg_L",-0.00015879628621865035,"101","101"
"x18_50","MFOG_L -- SOG_L",-0.0001558234222380662,"101","101"
"x0_72","SFG_L -- Amyg_L",-0.00014604825068689702,"101","101"
"x8_50","MFG_DPFC_L -- SOG_L",-0.0001458928878736205,"101","101"
"x0_183","SFG_L -- PSTG_L",-0.00013926741979123483,"101","101"
"x28_44","SMG_L -- PHG_L",-0.00013746697091224932,"101","101"
"x34_64","STG_L -- subgenual_ACC_L",-0.00013187765001034942,"101","101"
"x6_183","MFG_L -- PSTG_L",-0.00013095754476247134,"101","101"
"x22_38","PoCG_L -- MTG_L",-0.00013062991483910388,"101","101"
"x0_187","SFG_L -- PSIG_L",-0.00012845350026755386,"101","101"
"x4_14","SFG_pole_L -- IFG_triangularis_L",-0.00012662184275769479,"101","101"
"x4_8","SFG_pole_L -- MFG_DPFC_L",-0.0001250313516739534,"101","101"
"x2_72","SFG_PFC_L -- Amyg_L",-0.00012317466648781878,"101","101"
"x22_36","PoCG_L -- STG_L_pole",-0.0001231458951759601,"101","101"
